ibge,municipio,perc_20_59_anos,perc_idosa,perc_masculino,perc_feminino
430070,ANTA GORDA,"0,540818044","0,286483757","0,498232621","0,501767379"
431520,PUTINGA,"0,541569542","0,285936286","0,504532505","0,495467495"
431205,MARQUES DE SOUZA,"0,527756845","0,285355438","0,499874403","0,500125597"
316580,SENADOR JOSE BENTO,"0,55625879","0,284810127","0,524613221","0,475386779"
432149,TOROPI,"0,542680712","0,28405376","0,525971667","0,474028333"
431795,SANTO EXPEDITO DO SUL,"0,529077394","0,283777875","0,522518583","0,477481417"
430870,GAURAMA,"0,542684046","0,283275197","0,481182302","0,518817698"
431040,INDEPENDENCIA,"0,517013545","0,283118599","0,495870499","0,504129501"
431260,MUCUM,"0,521642843","0,282665593","0,483189048","0,516810952"
430500,CATUIPE,"0,526937782","0,282354304","0,489977986","0,510022014"
431517,PROTASIO ALVES,"0,552617937","0,282011405","0,535510627","0,464489373"
311990,CORREGO DO BOM JESUS,"0,53568521","0,281953867","0,511533243","0,488466757"
431673,SANTA CECILIA DO SUL,"0,54601227","0,281595092","0,496932515","0,503067485"
431110,JAGUARI,"0,555222763","0,281542493","0,509453388","0,490546612"
421310,PIRATUBA,"0,485565026","0,280450921","0,433049216","0,566950784"
431190,MARCELINO RAMOS,"0,532436895","0,280254777","0,492097193","0,507902807"
520260,AURILANDIA,"0,552","0,28","0,504666667","0,495333333"
430340,CAICARA,"0,538527581","0,27967375","0,507405023","0,492594977"
431030,ILOPOLIS,"0,542180562","0,27947706","0,504440059","0,495559941"
431643,SALDANHA MARINHO,"0,550847458","0,278890601","0,473805855","0,526194145"
430645,DOIS LAJEADOS,"0,557184751","0,278592375","0,507917889","0,492082111"
431046,IPIRANGA DO SUL,"0,562266168","0,278460716","0,505611972","0,494388028"
353284,NOVA CANAA PAULISTA,"0,559758772","0,277412281","0,514802632","0,485197368"
354740,SANTA RITA D'OESTE,"0,561389338","0,277059774","0,494345719","0,505654281"
314660,PAIVA,"0,564271589","0,276862228","0,487145682","0,512854318"
430950,GUARANI DAS MISSOES,"0,540240768","0,276748275","0,480048695","0,519951305"
291860,JUSSIAPE,"0,501990653","0,27661416","0,474121516","0,525878484"
431647,SALVADOR DAS MISSOES,"0,583394294","0,276517922","0,525969276","0,474030724"
432050,SERTAO,"0,549425287","0,276436782","0,479310345","0,520689655"
430155,AUREA,"0,547057151","0,276087575","0,491896503","0,508103497"
420075,ALTO BELA VISTA,"0,533159269","0,275718016","0,501827676","0,498172324"
431200,MARIANO MORO,"0,550578762","0,275289381","0,514343231","0,485656769"
312270,DOM SILVERIO,"0,549837383","0,274727377","0,482303425","0,517696575"
430055,ALTO ALEGRE,"0,537106918","0,274213836","0,517610063","0,482389937"
431220,MAXIMILIANO DE ALMEIDA,"0,534085567","0,274094969","0,501880583","0,498119417"
431595,ROLADOR,"0,542290749","0,274008811","0,515418502","0,484581498"
430545,CIDREIRA,"0,509261999","0,273717228","0,479256673","0,520743327"
430330,CAIBATE,"0,545397751","0,273427738","0,516034985","0,483965015"
430430,CANDIDO GODOI,"0,547166721","0,273173927","0,506059613","0,493940387"
430410,CAMPOS BORGES,"0,533007335","0,272616137","0,501528117","0,498471883"
431700,SANTANA DA BOA VISTA,"0,515242006","0,272489735","0,504168222","0,495831778"
430655,DOM PEDRO DE ALCANTARA,"0,563492063","0,271428571","0,523015873","0,476984127"
431513,POUSO NOVO,"0,536569987","0,27112232","0,501891551","0,498108449"
430050,ALPESTRE,"0,543415463","0,271028037","0,511979609","0,488020391"
431535,QUINZE DE NOVEMBRO,"0,507611549","0,270866142","0,489501312","0,510498688"
430163,BALNEARIO PINHAL,"0,498668488","0,270262888","0,487470126","0,512529874"
430461,CANUDOS DO VALE,"0,579444773","0,269344359","0,540460721","0,459539279"
432360,VISTA ALEGRE DO PRATA,"0,553766903","0,268512556","0,520283323","0,479716677"
431475,POCO DAS ANTAS,"0,53064133","0,268408551","0,496437055","0,503562945"
432045,SERIO,"0,571201694","0,268395977","0,522498677","0,477501323"
430047,ALMIRANTE TAMANDARE DO SUL,"0,536434109","0,268217054","0,49870801","0,50129199"
411342,LIDIANOPOLIS,"0,527099842","0,2681458","0,486846276","0,513153724"
431413,PAULO BENTO,"0,531914894","0,26791142","0,506296135","0,493703865"
353450,OSCAR BRESSANE,"0,524010757","0,26776796","0,469842489","0,530157511"
431036,IMIGRANTE,"0,528520786","0,267483081","0,483725427","0,516274573"
430600,CRISSIUMAL,"0,533046952","0,267314794","0,492501319","0,507498681"
430970,HUMAITA,"0,53565365","0,266765705","0,484083192","0,515916808"
432057,SETE DE SETEMBRO,"0,539616779","0,266183325","0,501294666","0,498705334"
430786,FAGUNDES VARELA,"0,539272727","0,266181818","0,508727273","0,491272727"
431844,SAO JORGE,"0,536324786","0,266025641","0,503561254","0,496438746"
431245,MORRO REDONDO,"0,541231654","0,266000908","0,502496596","0,497503404"
430675,DOUTOR RICARDO,"0,558718861","0,265887138","0,501270971","0,498729029"
430613,CRUZALTENSE,"0,564872521","0,26572238","0,510481586","0,489518414"
431198,MARIANA PIMENTEL,"0,530318602","0,265416238","0,5172148","0,4827852"
350080,ALFREDO MARCONDES,"0,5462985","0,265174958","0,516305642","0,483694358"
315030,PIEDADE DO RIO GRANDE,"0,553877367","0,26465284","0,49458972","0,50541028"
310700,BIQUINHAS,"0,569701853","0,264302981","0,500402901","0,499597099"
350260,APARECIDA D'OESTE,"0,546821931","0,26419214","0,492479379","0,507520621"
410820,FORMOSA DO OESTE,"0,561386919","0,264144996","0,498660362","0,501339638"
411600,MIRASELVA,"0,538073908","0,263717805","0,493281075","0,506718925"
432330,VILA FLORES,"0,570883475","0,263281479","0,501027297","0,498972703"
350120,ALVARES FLORENCE,"0,57079646","0,263274336","0,512168142","0,487831858"
430265,BROCHIER,"0,53858145","0,263250195","0,515003897","0,484996103"
420760,IPIRA,"0,533089077","0,263109686","0,493702771","0,506297229"
432135,TAVARES,"0,528628738","0,262946754","0,51750547","0,48249453"
430900,GIRUA,"0,535316931","0,262254434","0,494055566","0,505944434"
310330,ARACITABA,"0,562743191","0,261673152","0,508754864","0,491245136"
314640,PAINEIRAS,"0,56509009","0,261486486","0,502927928","0,497072072"
431365,PALMARES DO SUL,"0,532181273","0,261153236","0,483953447","0,516046553"
314880,PEDRA DO ANTA,"0,544932432","0,261148649","0,496283784","0,503716216"
430693,ENTRE-IJUIS,"0,526826347","0,260838323","0,497125749","0,502874251"
430085,ARAMBARE,"0,534424379","0,260722348","0,493792325","0,506207675"
431845,SAO JOSE DAS MISSOES,"0,537133681","0,260537937","0,510638298","0,489361702"
431912,SAO MARTINHO DA SERRA,"0,535315985","0,260223048","0,504956629","0,495043371"
316556,SEM-PEIXE,"0,561457929","0,260178364","0,499418379","0,500581621"
421055,MAREMA,"0,585437463","0,260129184","0,514386377","0,485613623"
430720,ERVAL GRANDE,"0,538075314","0,260041841","0,506066946","0,493933054"
432335,VILA LANGARO,"0,563768116","0,259903382","0,523188406","0,476811594"
354450,RUBINEIA,"0,55437167","0,259479787","0,505170793","0,494829207"
430237,BOM PROGRESSO,"0,550053821","0,25941873","0,507534984","0,492465016"
352070,INDIAPORA,"0,548245614","0,259287926","0,486584107","0,513415893"
430485,CARLOS GOMES,"0,588545592","0,259231349","0,511680482","0,488319518"
353000,MIRA ESTRELA,"0,52896","0,2592","0,48512","0,51488"
411310,KALORE,"0,55005005","0,258758759","0,499499499","0,500500501"
353380,OLEO,"0,529628116","0,258684103","0,499795668","0,500204332"
430550,CIRIACO,"0,549968038","0,258256978","0,510121457","0,489878543"
431920,SAO NICOLAU,"0,537550941","0,258102076","0,504366389","0,495633611"
312910,GURINHATA,"0,550036258","0,257795504","0,52284264","0,47715736"
312520,FAMA,"0,552232519","0,257792755","0,49073294","0,50926706"
420920,LACERDOPOLIS,"0,545373665","0,257562278","0,491103203","0,508896797"
421795,TIGRINHOS,"0,561643836","0,257160648","0,508094645","0,491905355"
431160,LIBERATO SALZANO,"0,545311579","0,256732848","0,514252015","0,485747985"
354010,PONGAI,"0,558345643","0,256720827","0,515509601","0,484490399"
430530,CHAPADA,"0,562262512","0,256541092","0,489523396","0,510476604"
353625,PARISI,"0,53330271","0,256316031","0,515388149","0,484611851"
421390,PRESIDENTE CASTELLO BRANCO,"0,579947575","0,256225426","0,50327654","0,49672346"
315380,QUELUZITO,"0,573921971","0,256160164","0,520533881","0,479466119"
431810,SAO FRANCISCO DE ASSIS,"0,541286433","0,256125214","0,496819866","0,503180134"
310810,BONFIM,"0,566695855","0,255983654","0,495183888","0,504816112"
431940,SAO PEDRO DO SUL,"0,539751553","0,255962733","0,492670807","0,507329193"
311560,CEDRO DO ABAETE,"0,543478261","0,255652174","0,514782609","0,485217391"
315290,PRATAPOLIS,"0,540797186","0,255568581","0,503165299","0,496834701"
315840,SANTANA DE CATAGUASES,"0,52647736","0,255564083","0,494244052","0,505755948"
431179,MARATA,"0,584961297","0,255436786","0,506450424","0,493549576"
421003,LUZERNA,"0,568361781","0,255322893","0,48706669","0,51293331"
431770,SANTO ANTONIO DAS MISSOES,"0,515005035","0,255186304","0,491238671","0,508761329"
432132,TAQUARUCU DO SUL,"0,542356378","0,255111977","0,520934761","0,479065239"
420720,IMARUI,"0,547111839","0,255018435","0,499590332","0,500409668"
420127,ARABUTA,"0,527179007","0,254920337","0,506091846","0,493908154"
430670,DONA FRANCISCA,"0,537525355","0,254901961","0,492562542","0,507437458"
421223,PARAISO,"0,550852619","0,254872107","0,506394641","0,493605359"
421187,PAIAL,"0,5533241","0,254847645","0,527700831","0,472299169"
432030,SELBACH,"0,549863121","0,25479077","0,492960501","0,507039499"
420208,BANDEIRANTE,"0,542780749","0,254774637","0,531703591","0,468296409"
311980,CORREGO DANTA,"0,539457071","0,254734848","0,529356061","0,470643939"
420257,BOM JESUS DO OESTE,"0,53417603","0,254681648","0,504213483","0,495786517"
430250,BOSSOROCA,"0,533333333","0,254604727","0,510350448","0,489649552"
432340,VILA MARIA,"0,570970696","0,254578755","0,506639194","0,493360806"
510670,PONTE BRANCA,"0,520655738","0,25442623","0,512131148","0,487868852"
431960,SAO SEPE,"0,532479142","0,254384471","0,496041206","0,503958794"
432237,UNISTALDA,"0,541630529","0,254119688","0,500433651","0,499566349"
430637,DILERMANDO DE AGUIAR,"0,530926112","0,25409562","0,513874958","0,486125042"
431050,IRAI,"0,519727505","0,253335226","0,513198978","0,486801022"
420680,IBICARE,"0,544705136","0,253329106","0,525364616","0,474635384"
420985,LINDOIA DO SUL,"0,543267108","0,253200883","0,509271523","0,490728477"
353520,PALMEIRA D'OESTE,"0,552054944","0,253134198","0,498201243","0,501798757"
420945,LAJEADO GRANDE,"0,568892045","0,252840909","0,504261364","0,495738636"
431210,MATA,"0,549369748","0,252521008","0,508193277","0,491806723"
310380,ARAPUA,"0,552891396","0,252468265","0,503526093","0,496473907"
350040,AGUAS DA PRATA,"0,541273299","0,252360203","0,496247882","0,503752118"
430020,AJURICABA,"0,542655733","0,252337793","0,492878722","0,507121278"
431790,SANTO CRISTO,"0,56648092","0,25231008","0,498765606","0,501234394"
421520,ROMELANDIA,"0,561954625","0,252181501","0,504144852","0,495855148"
431430,PEJUCARA,"0,55546875","0,252083333","0,51640625","0,48359375"
430490,CASCA,"0,562293275","0,251708931","0,490187431","0,509812569"
521340,MOIPORA,"0,558123725","0,251529572","0,488783141","0,511216859"
432350,VISTA ALEGRE,"0,533015407","0,251283933","0,487160675","0,512839325"
315010,PIAU,"0,55020228","0,251195292","0,5145274","0,4854726"
316480,SAO SEBASTIAO DO RIO PRETO,"0,49661705","0,251014885","0,468200271","0,531799729"
431660,SANANDUVA,"0,549932853","0,251007203","0,498718105","0,501281895"
314120,MATUTINA,"0,557192606","0,251004554","0,470934905","0,529065095"
354040,POPULINA,"0,537475822","0,250967118","0,508462282","0,491537718"
432345,VILA NOVA DO SUL,"0,543051006","0,250584932","0,490407113","0,509592887"
410855,GODOY MOREIRA,"0,547368421","0,250526316","0,505614035","0,494385965"
430400,CAMPO NOVO,"0,550901006","0,249941493","0,49169202","0,50830798"
431630,ROQUE GONZALES,"0,551555556","0,249925926","0,508296296","0,491703704"
316805,TAPARUBA,"0,531199483","0,249919172","0,514710637","0,485289363"
431937,SAO PEDRO DO BUTIA,"0,568474576","0,249830508","0,510169492","0,489830508"
312250,DOM CAVATI,"0,528358209","0,249751244","0,47681592","0,52318408"
430515,CERRO GRANDE,"0,537921964","0,249451995","0,498903989","0,501096011"
430066,ANDRE DA ROCHA,"0,52257587","0,249444856","0,507031828","0,492968172"
353210,MURUTINGA DO SUL,"0,554917127","0,249281768","0,50121547","0,49878453"
412640,SERTANEJA,"0,549232861","0,248980385","0,48941542","0,51058458"
430080,ANTONIO PRADO,"0,565677479","0,248830611","0,496741047","0,503258953"
432218,TUPANCI DO SUL,"0,570145128","0,248790601","0,523151348","0,476848652"
431550,RESTINGA SECA,"0,545662973","0,248694434","0,495287225","0,504712775"
354850,SANTOS,"0,542301568","0,248475199","0,457643131","0,542356869"
432185,TRES PALMEIRAS,"0,524574669","0,248345936","0,503544423","0,496455577"
354880,SAO CAETANO DO SUL,"0,555488655","0,248189085","0,459244423","0,540755577"
421625,SAO JOAO DO OESTE,"0,588354352","0,248170637","0,517359489","0,482640511"
432320,VICTOR GRAEFF,"0,534507042","0,247887324","0,487323944","0,512676056"
313610,JOANESIA,"0,546782291","0,24783204","0,491099954","0,508900046"
314440,NATERCIA,"0,557012905","0,24772583","0,516395177","0,483604823"
432190,TRES PASSOS,"0,55796462","0,247699483","0,493970335","0,506029665"
410330,BORRAZOPOLIS,"0,560254372","0,247694754","0,5","0,5"
431301,NOVA CANDELARIA,"0,570788196","0,247665297","0,497571909","0,502428091"
412535,SAO JORGE DO PATROCINIO,"0,548264642","0,247650036","0,5","0,5"
352042,ILHA COMPRIDA,"0,522680055","0,247576177","0,482686981","0,517313019"
290010,ABAIRA,"0,537610874","0,247552125","0,486925469","0,513074531"
431170,MACHADINHO,"0,521345408","0,24745888","0,499168361","0,500831639"
431065,ITATI,"0,560370215","0,247370635","0,512410602","0,487589398"
430220,BOA VISTA DO BURICA,"0,575089392","0,247318236","0,502532777","0,497467223"
521520,NOVO BRASIL,"0,571531532","0,247207207","0,507387387","0,492612613"
411220,JANIOPOLIS,"0,544058205","0,247170574","0,494139046","0,505860954"
431861,SAO JOSE DO SUL,"0,54586039","0,247159091","0,50487013","0,49512987"
421885,UNIAO DO OESTE,"0,544839255","0,247038917","0,511844332","0,488155668"
312320,DORES DO INDAIA,"0,555597099","0,246915427","0,490241531","0,509758469"
421590,SAO BONIFACIO,"0,559656037","0,246864923","0,519527051","0,480472949"
410315,BOM JESUS DO SUL,"0,525633641","0,246831797","0,524769585","0,475230415"
430800,FAXINAL DO SOTURNO,"0,547436476","0,246729815","0,484137724","0,515862276"
410165,ARAPUA,"0,540833616","0,246696035","0,485259234","0,514740766"
412635,SERRANOPOLIS DO IGUACU,"0,53632287","0,246412556","0,477802691","0,522197309"
316790,TABULEIRO,"0,554101935","0,246388662","0,506677569","0,493322431"
352830,MAGDA,"0,558976021","0,246273493","0,516202203","0,483797797"
351420,DOLCINOPOLIS,"0,556451613","0,246204934","0,513282732","0,486717268"
430513,CERRO BRANCO,"0,551059322","0,245974576","0,497245763","0,502754237"
431164,LINHA NOVA,"0,556844548","0,245939675","0,488979118","0,511020882"
410780,FLORAI,"0,570960475","0,245545771","0,496825722","0,503174278"
353690,PEDRANOPOLIS,"0,54821718","0,24554295","0,514991896","0,485008104"
431860,SAO JOSE DO OURO,"0,560555636","0,245405875","0,492692809","0,507307191"
430280,CACAPAVA DO SUL,"0,537250568","0,245190584","0,484376867","0,515623133"
431346,NOVO XINGU,"0,566568915","0,24516129","0,484457478","0,515542522"
412210,RIO BOM,"0,546805819","0,245098039","0,521821632","0,478178368"
350110,ALTO ALEGRE,"0,546836685","0,244973026","0,514713095","0,485286905"
354120,PRESIDENTE BERNARDES,"0,557675964","0,244920034","0,469133895","0,530866105"
430105,ARROIO DO SAL,"0,529333206","0,244872651","0,495087284","0,504912716"
430912,GRAMADO DOS LOUREIROS,"0,537819253","0,24459725","0,512278978","0,487721022"
430512,CERRITO,"0,533888426","0,244462948","0,494587843","0,505412157"
420535,FLOR DO SERTAO,"0,559365079","0,244444444","0,507301587","0,492698413"
432234,UBIRETAMA,"0,600409836","0,244364754","0,510245902","0,489754098"
430355,CAMARGO,"0,556363636","0,244","0,497818182","0,502181818"
314750,PASSABEM,"0,555281038","0,243977764","0,489808524","0,510191476"
310440,ARGIRITA,"0,557254756","0,243938829","0,509138381","0,490861619"
354900,SAO FRANCISCO,"0,538926413","0,243867757","0,510842517","0,489157483"
353310,NOVA GUATAPORANGA,"0,54436348","0,243463352","0,503643378","0,496356622"
430990,IBIRAIARAS,"0,540525664","0,2434292","0,494014036","0,505985964"
430805,FAXINALZINHO,"0,555851064","0,243351064","0,499113475","0,500886525"
430540,CHIAPETTA,"0,536102063","0,243213898","0,480184582","0,519815418"
420209,BARRA BONITA,"0,542769231","0,243076923","0,524307692","0,475692308"
315930,SANTA RITA DE JACUTINGA,"0,56163535","0,243031179","0,505884782","0,494115218"
310550,BARAO DE MONTE ALTO,"0,541705893","0,242892111","0,490491433","0,509508567"
351290,COSMORAMA,"0,557689669","0,242831664","0,513650707","0,486349293"
431775,SANTO ANTONIO DO PLANALTO,"0,550545094","0,242814668","0,489593657","0,510406343"
352820,MACEDONIA,"0,556972328","0,242810635","0,501356484","0,498643516"
420490,DESCANSO,"0,560226155","0,242748279","0,500245821","0,499754179"
312470,ESTRELA DO INDAIA,"0,559862188","0,242606948","0,505024404","0,494975596"
431333,NOVA RAMADA,"0,55808656","0,242369021","0,507517084","0,492482916"
312460,ESTRELA DALVA,"0,539861352","0,24220104","0,504766031","0,495233969"
430632,DERRUBADAS,"0,54120677","0,242089772","0,499632082","0,500367918"
410730,DOUTOR CAMARGO,"0,566393853","0,242024386","0,494237515","0,505762485"
353250,NEVES PAULISTA,"0,580912863","0,241897499","0,493775934","0,506224066"
421315,PLANALTO ALEGRE,"0,57000344","0,241830065","0,520123839","0,479876161"
430107,ARROIO DO PADRE,"0,538098449","0,241739717","0,525623736","0,474376264"
355520,TURIUBA,"0,550395257","0,241600791","0,520750988","0,479249012"
354750,SANTA RITA DO PASSA QUATRO,"0,550269527","0,241452914","0,486161861","0,513838139"
315190,POCRANE,"0,549831081","0,241192085","0,505188224","0,494811776"
520090,AMORINOPOLIS,"0,57057456","0,241115908","0,49850548","0,50149452"
420757,IOMERE,"0,567304465","0,241020477","0,511245384","0,488754616"
315410,RECREIO,"0,551986314","0,24082874","0,490115948","0,509884052"
410752,ESPERANCA NOVA,"0,557256583","0,240661359","0,500918555","0,499081445"
353160,MONTE CASTELO,"0,570091215","0,240518483","0,490878541","0,509121459"
351560,FERNANDO PRESTES,"0,540223945","0,240482343","0,494401378","0,505598622"
421715,SAO MIGUEL DA BOA VISTA,"0,565774805","0,240245262","0,516164994","0,483835006"
410270,BARRA DO JACARE,"0,568140956","0,240201366","0,503416037","0,496583963"
420775,IRACEMINHA,"0,552166111","0,240194822","0,503716996","0,496283004"
330290,MIGUEL PEREIRA,"0,549761923","0,239911014","0,471040512","0,528959488"
431420,PEDRO OSORIO,"0,529090199","0,239880255","0,494598464","0,505401536"
431344,NOVO TIRADENTES,"0,554134308","0,239835541","0,522613065","0,477386935"
432032,SENADOR SALGADO FILHO,"0,563201739","0,2397682","0,506700471","0,493299529"
432180,TRES DE MAIO,"0,555858425","0,239620901","0,482848276","0,517151724"
314675,PALMOPOLIS,"0,520207852","0,23960739","0,526366436","0,473633564"
431310,NOVA PALMA,"0,55207854","0,239607302","0,502531063","0,497468937"
412665,SULINA,"0,543055556","0,239236111","0,498263889","0,501736111"
420160,ARROIO TRINTA,"0,583027911","0,239075275","0,499859036","0,500140964"
430471,CARAA,"0,532162355","0,239022075","0,509731783","0,490268217"
420410,CAXAMBU DO SUL,"0,559503177","0,23830156","0,49971115","0,50028885"
431085,JABOTICABA,"0,531567683","0,238095238","0,510433387","0,489566613"
521060,ITAGUARU,"0,581597222","0,238040123","0,504436728","0,495563272"
431470,PLANALTO,"0,548458371","0,238023501","0,503163603","0,496836397"
430890,GETULIO VARGAS,"0,563621735","0,237715064","0,485456121","0,514543879"
353260,NHANDEARA,"0,561382289","0,237667387","0,500302376","0,499697624"
430195,BARRA FUNDA,"0,567303941","0,237612173","0,504486929","0,495513071"
412840,URAI,"0,541974539","0,23760349","0,496483575","0,503516425"
431642,SAGRADA FAMILIA,"0,540561323","0,237600923","0,512495194","0,487504806"
315610,RITAPOLIS,"0,573103296","0,237558062","0,489714665","0,510285335"
412500,SAO JOAO DO IVAI,"0,550671921","0,237546731","0,493078711","0,506921289"
412130,RANCHO ALEGRE,"0,563297872","0,2375","0,494414894","0,505585106"
350340,AREALVA,"0,538372764","0,237391806","0,511713791","0,488286209"
430630,DAVID CANABARRO,"0,562341505","0,237320372","0,510566357","0,489433643"
431244,MORRINHOS DO SUL,"0,60325147","0,237288136","0,505707368","0,494292632"
310120,AIURUOCA,"0,565305093","0,23718272","0,516557405","0,483442595"
420520,ERVAL VELHO,"0,541487678","0,237169342","0,494234682","0,505765318"
315920,SANTA RITA DE CALDAS,"0,558764045","0,236966292","0,510449438","0,489550562"
420860,JABORA,"0,559630675","0,236727366","0,49422929","0,50577071"
